Charging Station ID,station_id,Charging Station Location,Charger Type,State,lat,lon
Station_65,Houston_65,Houston,DC Fast Charger,TX,29.957870098175015,-95.58176696032692
Station_388,Los Angeles_388,Los Angeles,Level 2,CA,34.28844903583586,-118.59485218544428
Station_11,Houston_11,Houston,DC Fast Charger,TX,29.522211766807345,-95.39816707989362
Station_108,New York_108,New York,DC Fast Charger,NY,40.67811320088384,-73.71161617482306
Station_26,San Francisco_26,San Francisco,Level 1,CA,37.72664456082884,-122.44781952156468
Station_445,Chicago_445,Chicago,DC Fast Charger,NY,41.783329882036846,-87.92879851986277
Station_421,Houston_421,Houston,Level 2,TX,29.531954132302644,-95.39839430824541
Station_151,Chicago_151,Chicago,Level 2,NY,41.736669010284004,-87.52229935247992
Station_221,Houston_221,Houston,Level 1,TX,29.724947604050662,-95.77744996357748
Station_496,Los Angeles_496,Los Angeles,Level 1,CA,34.305036838087474,-118.24202009331808
Station_237,Chicago_237,Chicago,DC Fast Charger,NY,41.906483880560614,-87.60762013225748
Station_237,Chicago_237,Chicago,Level 1,NY,41.906483880560614,-87.60762013225748
Station_497,Los Angeles_497,Los Angeles,DC Fast Charger,CA,34.23934502904934,-118.31500328582625
Station_219,Chicago_219,Chicago,Level 2,NY,41.696905003645455,-87.64367480637858
Station_487,Chicago_487,Chicago,Level 1,NY,41.928170526296164,-87.82621510067
Station_424,Houston_424,Houston,Level 2,TX,29.769160884389347,-95.79579904135551
Station_151,Los Angeles_151,Los Angeles,Level 2,CA,34.24272601453355,-118.39010983482365
Station_123,New York_123,New York,Level 2,NY,40.911505192019455,-74.12619876541567
Station_144,Chicago_144,Chicago,Level 2,NY,41.93816626198322,-87.71833596752758
Station_478,New York_478,New York,Level 1,NY,40.61949501367208,-74.24182782649487
Station_255,Los Angeles_255,Los Angeles,Level 1,CA,33.919938645446926,-118.36507821018468
Station_104,Chicago_104,Chicago,Level 1,NY,41.78080948809369,-87.63998746934966
Station_336,San Francisco_336,San Francisco,Level 2,CA,37.750379065250414,-122.39297614261768
Station_159,Los Angeles_159,Los Angeles,Level 2,CA,34.2883454756803,-118.36566308816234
Station_409,Houston_409,Houston,Level 1,TX,29.509861211323535,-95.38769941583247
Station_300,New York_300,New York,Level 2,NY,40.59403339780103,-74.18528966425471
Station_396,Los Angeles_396,Los Angeles,Level 2,CA,33.97900528051717,-118.35644711278427
Station_357,New York_357,New York,Level 2,NY,40.775679659749066,-74.2194877665575
Station_256,Los Angeles_256,Los Angeles,Level 1,CA,34.33352541911894,-118.63548354531649
Station_496,Chicago_496,Chicago,Level 1,NY,41.85568437258209,-87.72692236743649
Station_353,Los Angeles_353,Los Angeles,Level 2,CA,34.34241546563771,-118.38738250426672
Station_220,Houston_220,Houston,Level 2,TX,29.73427223953604,-95.42389193747321
Station_12,San Francisco_12,San Francisco,Level 1,CA,37.79462240195354,-122.46483160109385
Station_325,Los Angeles_325,Los Angeles,Level 1,CA,34.17641166394292,-118.34958894913741
Station_438,Los Angeles_438,Los Angeles,DC Fast Charger,CA,34.20147589317141,-118.29505463774572
Station_244,Houston_244,Houston,Level 2,TX,29.699511165023193,-95.76453144936383
Station_182,Houston_182,Houston,DC Fast Charger,TX,29.827608247124616,-95.14919290755513
Station_284,New York_284,New York,Level 1,NY,40.68978784689123,-73.85972034132233
Station_312,New York_312,New York,DC Fast Charger,NY,40.76164641453609,-73.79121636770992
Station_99,New York_99,New York,Level 1,NY,40.68680221830236,-74.09686888300674
Station_197,Houston_197,Houston,DC Fast Charger,TX,29.526283765395473,-95.64042413302785
Station_482,New York_482,New York,DC Fast Charger,NY,40.71161494337944,-73.68641760564529
Station_226,San Francisco_226,San Francisco,Level 2,CA,37.71889192735274,-122.36627537547609
Station_333,New York_333,New York,DC Fast Charger,NY,40.7235031999913,-74.12054487853045
Station_103,Los Angeles_103,Los Angeles,Level 1,CA,34.189639097232266,-118.57253725032571
Station_106,Houston_106,Houston,Level 2,TX,29.71418450562122,-95.17532674641726
Station_365,Chicago_365,Chicago,DC Fast Charger,NY,41.994977293602,-87.80059163171983
Station_368,San Francisco_368,San Francisco,Level 1,CA,37.71493700098933,-122.46111693210965
Station_58,Houston_58,Houston,Level 2,TX,30.03369191020737,-95.2053538355843
Station_78,Houston_78,Houston,DC Fast Charger,TX,30.036782496973032,-95.49068418539144
Station_75,Los Angeles_75,Los Angeles,Level 1,CA,34.33292032980495,-118.41693635446612
Station_42,New York_42,New York,Level 1,NY,40.70393505877226,-73.7246568246901
Station_33,Houston_33,Houston,Level 1,TX,29.811565512120964,-95.15908153007858
Station_71,New York_71,New York,DC Fast Charger,NY,40.80264496946734,-74.22343306642728
Station_56,San Francisco_56,San Francisco,Level 2,CA,37.77229439585963,-122.38842539527361
Station_105,San Francisco_105,San Francisco,Level 1,CA,37.765456927681356,-122.46860617148566
Station_200,San Francisco_200,San Francisco,DC Fast Charger,CA,37.709608269329,-122.4142529245667
Station_74,New York_74,New York,DC Fast Charger,NY,40.62179321811902,-73.91445323963895
Station_171,Chicago_171,Chicago,Level 2,NY,41.81470758988205,-87.65029878045289
Station_377,Los Angeles_377,Los Angeles,Level 1,CA,34.26552416378666,-118.49019475174268
Station_166,Houston_166,Houston,Level 1,TX,30.09889035866383,-95.58035571194011
Station_399,San Francisco_399,San Francisco,DC Fast Charger,CA,37.817603273503316,-122.3683352994235
Station_261,San Francisco_261,San Francisco,Level 2,CA,37.70900493979858,-122.41799799393867
Station_221,Los Angeles_221,Los Angeles,Level 1,CA,33.93615223492314,-118.2614410524633
Station_83,Houston_83,Houston,DC Fast Charger,TX,29.907646364688816,-95.03776848297632
Station_182,Houston_182,Houston,Level 2,TX,29.827608247124616,-95.14919290755513
Station_307,New York_307,New York,Level 1,NY,40.551395171395896,-73.9115319870407
Station_10,San Francisco_10,San Francisco,Level 2,CA,37.74446359504813,-122.44905870623029
Station_396,Los Angeles_396,Los Angeles,DC Fast Charger,CA,33.97900528051717,-118.35644711278427
Station_4,Chicago_4,Chicago,DC Fast Charger,NY,41.96033790759482,-87.92538443436462
Station_351,San Francisco_351,San Francisco,Level 1,CA,37.708068003567455,-122.3954375402389
Station_402,New York_402,New York,Level 2,NY,40.73391519594137,-73.91299405097568
Station_336,Houston_336,Houston,Level 2,TX,29.907437234148038,-95.04094117658755
Station_488,Los Angeles_488,Los Angeles,DC Fast Charger,CA,33.94180869600595,-118.28082691938272
Station_292,San Francisco_292,San Francisco,Level 2,CA,37.76887061340007,-122.43528641895419
Station_281,Chicago_281,Chicago,Level 2,NY,41.8031939588405,-87.66718449058347
Station_215,New York_215,New York,Level 2,NY,40.59733301083016,-74.20306531857484
Station_460,New York_460,New York,Level 1,NY,40.6585419332642,-73.91892567539057
Station_98,San Francisco_98,San Francisco,DC Fast Charger,CA,37.78828098313753,-122.44015296635897
Station_420,Chicago_420,Chicago,Level 1,NY,41.7986648258161,-87.70409746148094
Station_101,New York_101,New York,DC Fast Charger,NY,40.60256397093263,-74.11642903502745
Station_451,Los Angeles_451,Los Angeles,Level 1,CA,33.88602619844848,-118.26258133905112
Station_9,New York_9,New York,Level 1,NY,40.68189743833442,-73.6821445838287
Station_61,Chicago_61,Chicago,Level 1,NY,41.757086519856244,-87.55507885799241
Station_146,Houston_146,Houston,DC Fast Charger,TX,29.794720117152536,-95.70189006247682
Station_427,San Francisco_427,San Francisco,Level 1,CA,37.70283973216418,-122.48909923386756
Station_419,Chicago_419,Chicago,Level 2,NY,41.98965877905757,-87.75014207219694
Station_63,New York_63,New York,Level 1,NY,40.87643198323808,-74.00738439628195
Station_226,Houston_226,Houston,Level 1,TX,29.552674444662838,-95.2544565917995
Station_105,Houston_105,Houston,DC Fast Charger,TX,30.007312731384822,-95.54432978232002
Station_462,Los Angeles_462,Los Angeles,DC Fast Charger,CA,34.05241138479662,-118.21542084199952
Station_260,Houston_260,Houston,Level 1,TX,30.010817230451877,-95.23055271679424
Station_349,Los Angeles_349,Los Angeles,Level 1,CA,34.30276089687007,-118.34477298849235
Station_425,New York_425,New York,Level 1,NY,40.83128944505335,-73.96983411034716
Station_429,Los Angeles_429,Los Angeles,Level 2,CA,33.79026996682494,-118.26690973898805
Station_434,San Francisco_434,San Francisco,DC Fast Charger,CA,37.703154083216994,-122.43135657003846
Station_207,Houston_207,Houston,Level 2,TX,29.72134669930073,-95.15707061896913
Station_28,Los Angeles_28,Los Angeles,DC Fast Charger,CA,34.05857050705218,-118.35790633506353
Station_170,New York_170,New York,Level 1,NY,40.919825868891785,-73.84586690066448
Station_116,Houston_116,Houston,Level 1,TX,29.81541739289818,-95.18466835970024
Station_69,San Francisco_69,San Francisco,Level 2,CA,37.75399693947956,-122.41118256149606
Station_354,New York_354,New York,DC Fast Charger,NY,40.63814135570216,-73.75200351052627
Station_234,San Francisco_234,San Francisco,Level 2,CA,37.782641358945455,-122.40804261040388
Station_1,Chicago_1,Chicago,Level 2,NY,41.95990780082371,-87.671286549666
Station_352,Los Angeles_352,Los Angeles,Level 2,CA,33.81827603875889,-118.1772050468936
Station_218,Houston_218,Houston,DC Fast Charger,TX,30.051861851044833,-95.72949609496169
Station_273,Los Angeles_273,Los Angeles,DC Fast Charger,CA,34.232545763302205,-118.17799240575262
Station_368,New York_368,New York,Level 2,NY,40.67602586318725,-73.73267976014134
Station_251,Chicago_251,Chicago,DC Fast Charger,NY,41.66271926850729,-87.88785232933161
Station_347,San Francisco_347,San Francisco,Level 1,CA,37.718361856017225,-122.49365486721757
Station_344,Chicago_344,Chicago,DC Fast Charger,NY,41.772290907973364,-87.64208050433771
Station_419,Los Angeles_419,Los Angeles,Level 2,CA,33.92491500352222,-118.19013893198492
Station_174,San Francisco_174,San Francisco,Level 1,CA,37.73007263707784,-122.41839086537796
Station_170,Houston_170,Houston,Level 1,TX,29.830504849289884,-95.69986376389848
Station_246,Chicago_246,Chicago,Level 1,NY,41.96112306835195,-87.57586801874086
Station_423,San Francisco_423,San Francisco,Level 1,CA,37.736338952733064,-122.43464351523706
Station_90,San Francisco_90,San Francisco,Level 1,CA,37.760308777368955,-122.49301825572036
Station_446,New York_446,New York,Level 2,NY,40.894891004783496,-74.17902538254106
Station_294,Chicago_294,Chicago,Level 1,NY,41.91008047808734,-87.63733423725634
Station_407,San Francisco_407,San Francisco,Level 2,CA,37.77261666894342,-122.38519519934185
Station_150,Chicago_150,Chicago,DC Fast Charger,NY,41.87108339411683,-87.59340076772281
Station_132,San Francisco_132,San Francisco,Level 2,CA,37.77697444805892,-122.42771660296361
Station_433,Houston_433,Houston,DC Fast Charger,TX,29.89067798649136,-95.18643279926695
Station_59,Houston_59,Houston,Level 2,TX,29.74995207019795,-95.2888070462329
Station_457,Houston_457,Houston,DC Fast Charger,TX,29.79882283608167,-95.29826879176153
Station_324,Los Angeles_324,Los Angeles,DC Fast Charger,CA,33.88828657692105,-118.18210841332325
Station_199,San Francisco_199,San Francisco,Level 1,CA,37.75795337818105,-122.39124989532549
Station_386,Chicago_386,Chicago,Level 1,NY,41.92084624489023,-87.8150777739995
Station_49,Los Angeles_49,Los Angeles,DC Fast Charger,CA,34.18105804856496,-118.18672899783405
Station_472,Chicago_472,Chicago,Level 2,NY,41.669918940457194,-87.91483652616743
Station_232,Chicago_232,Chicago,Level 2,NY,41.820238254967364,-87.73661452535491
Station_247,Chicago_247,Chicago,Level 1,NY,41.72364943556099,-87.68520268961532
Station_479,San Francisco_479,San Francisco,Level 2,CA,37.73750989990963,-122.405061938382
Station_239,Los Angeles_239,Los Angeles,Level 2,CA,34.17722984062296,-118.23100354346529
Station_415,San Francisco_415,San Francisco,DC Fast Charger,CA,37.81704489534979,-122.49907741575161
Station_367,San Francisco_367,San Francisco,Level 1,CA,37.74446482376604,-122.43013580548026
Station_168,Chicago_168,Chicago,DC Fast Charger,NY,41.77083751342529,-87.74408152184293
Station_48,Los Angeles_48,Los Angeles,Level 1,CA,33.94969739177605,-118.35615750347637
Station_51,San Francisco_51,San Francisco,DC Fast Charger,CA,37.72979243364574,-122.38155079972468
Station_299,Houston_299,Houston,DC Fast Charger,TX,29.595819797278097,-95.53805134335904
Station_439,Houston_439,Houston,DC Fast Charger,TX,29.84661222273616,-95.54982806331017
Station_216,Los Angeles_216,Los Angeles,Level 1,CA,34.19602889384011,-118.41588457354945
Station_177,Los Angeles_177,Los Angeles,Level 2,CA,34.034571145500465,-118.4156325487172
Station_380,Los Angeles_380,Los Angeles,Level 1,CA,34.314401322645004,-118.41222332385787
Station_474,San Francisco_474,San Francisco,Level 2,CA,37.75938730442302,-122.37882568378109
Station_80,New York_80,New York,Level 1,NY,40.77133181586254,-73.99235375651277
Station_185,San Francisco_185,San Francisco,Level 1,CA,37.76440288991467,-122.38445242153705
Station_461,Chicago_461,Chicago,Level 1,NY,41.81668038543249,-87.56936859301419
Station_399,Chicago_399,Chicago,DC Fast Charger,NY,41.93827830597735,-87.61918015905196
Station_27,San Francisco_27,San Francisco,Level 1,CA,37.74391248230211,-122.45590694063763
Station_452,Houston_452,Houston,Level 1,TX,29.84216898632862,-95.64427575848983
Station_464,Chicago_464,Chicago,Level 2,NY,41.86682139991467,-87.909116665108
Station_448,San Francisco_448,San Francisco,DC Fast Charger,CA,37.760510663494784,-122.39769534164684
Station_478,New York_478,New York,DC Fast Charger,NY,40.61949501367208,-74.24182782649487
Station_492,Houston_492,Houston,Level 1,TX,29.564859249794566,-95.77945725960203
Station_414,Los Angeles_414,Los Angeles,Level 1,CA,33.88181844045559,-118.16556374268343
Station_420,San Francisco_420,San Francisco,DC Fast Charger,CA,37.781647836814265,-122.50099023684422
Station_195,San Francisco_195,San Francisco,DC Fast Charger,CA,37.79538766740571,-122.46574635200759
Station_214,Houston_214,Houston,Level 1,TX,30.063369140173226,-95.19602786216576
Station_369,Chicago_369,Chicago,Level 1,NY,41.721613731436506,-87.72616854318542
Station_342,Chicago_342,Chicago,Level 1,NY,41.84503194046396,-87.92097259196383
Station_114,Chicago_114,Chicago,Level 2,NY,41.69618491316268,-87.80012290375184
Station_242,Los Angeles_242,Los Angeles,DC Fast Charger,CA,34.007933697756876,-118.43693583476573
Station_124,Houston_124,Houston,Level 2,TX,29.863756313442284,-95.3875954142822
Station_305,Houston_305,Houston,DC Fast Charger,TX,29.696779508581916,-95.30954550314826
Station_76,Chicago_76,Chicago,DC Fast Charger,NY,41.70662583880954,-87.52394139022432
Station_311,Chicago_311,Chicago,DC Fast Charger,NY,41.943120937835175,-87.8143215761381
Station_469,New York_469,New York,DC Fast Charger,NY,40.63464058442522,-73.78130926228515
Station_196,San Francisco_196,San Francisco,Level 1,CA,37.76388077958511,-122.40660163097033
Station_351,San Francisco_351,San Francisco,Level 2,CA,37.708068003567455,-122.3954375402389
Station_44,Houston_44,Houston,Level 2,TX,29.78738914659902,-95.47870619638995
Station_415,Houston_415,Houston,DC Fast Charger,TX,29.67987433884245,-95.14740093340494
Station_186,Los Angeles_186,Los Angeles,Level 2,CA,34.101781421147756,-118.24566678433342
Station_343,Los Angeles_343,Los Angeles,Level 2,CA,33.939432576412756,-118.32635873983875
Station_437,San Francisco_437,San Francisco,DC Fast Charger,CA,37.79561057767162,-122.4039481259917
Station_84,New York_84,New York,Level 1,NY,40.78585877001719,-74.25427817857134
Station_207,New York_207,New York,Level 2,NY,40.69407379205658,-73.69942828925849
Station_151,San Francisco_151,San Francisco,DC Fast Charger,CA,37.72718516558407,-122.49798954349167
Station_156,Los Angeles_156,Los Angeles,DC Fast Charger,CA,34.20888759443043,-118.27415736716225
Station_165,Chicago_165,Chicago,DC Fast Charger,NY,41.87683010230431,-87.63701195283555
Station_463,Chicago_463,Chicago,DC Fast Charger,NY,41.87924454358953,-87.8683849340664
Station_145,Houston_145,Houston,Level 1,TX,29.652833503683148,-95.23297177293266
Station_498,Los Angeles_498,Los Angeles,Level 1,CA,34.10886640674449,-118.35393473919444
Station_37,Los Angeles_37,Los Angeles,Level 2,CA,34.246758631222875,-118.59463438876683
Station_333,Houston_333,Houston,DC Fast Charger,TX,29.908436137030407,-95.77474358932632
Station_403,New York_403,New York,DC Fast Charger,NY,40.89772822343725,-74.20516164241312
Station_45,Chicago_45,Chicago,Level 2,NY,41.68495614344377,-87.6764726624847
Station_206,San Francisco_206,San Francisco,DC Fast Charger,CA,37.702272484100796,-122.46980920264866
Station_62,San Francisco_62,San Francisco,Level 2,CA,37.71817175097432,-122.40951995825303
Station_420,Los Angeles_420,Los Angeles,Level 2,CA,33.96674531605976,-118.27476412607838
Station_356,Houston_356,Houston,DC Fast Charger,TX,30.052312569938326,-95.10174583287014
Station_468,Los Angeles_468,Los Angeles,DC Fast Charger,CA,34.178294226324645,-118.63823654413264
Station_308,San Francisco_308,San Francisco,DC Fast Charger,CA,37.716569898294225,-122.4868253272046
Station_19,New York_19,New York,Level 1,NY,40.6297712998032,-73.87928618816854
Station_365,Los Angeles_365,Los Angeles,DC Fast Charger,CA,34.04156014841003,-118.50998617464371
Station_300,Chicago_300,Chicago,Level 2,NY,41.711004793781505,-87.55690785241191
Station_7,Chicago_7,Chicago,Level 1,NY,41.780354077249555,-87.79119946476918
Station_249,New York_249,New York,Level 2,NY,40.82195560718396,-73.8446545088169
Station_117,Chicago_117,Chicago,DC Fast Charger,NY,41.903756730999774,-87.64880840978748
Station_68,Chicago_68,Chicago,Level 2,NY,41.890131397832285,-87.85924904896258
Station_194,Los Angeles_194,Los Angeles,Level 2,CA,33.86023743809279,-118.38537580808823
Station_325,San Francisco_325,San Francisco,DC Fast Charger,CA,37.72698404455914,-122.36433429958551
Station_266,San Francisco_266,San Francisco,Level 2,CA,37.73571374783323,-122.47375933801543
Station_480,Chicago_480,Chicago,Level 1,NY,41.64835580710134,-87.87599941477039
Station_42,Houston_42,Houston,DC Fast Charger,TX,29.624366676912786,-95.23600939220785
Station_297,Los Angeles_297,Los Angeles,Level 1,CA,34.30690524360102,-118.26434326843881
Station_231,San Francisco_231,San Francisco,Level 2,CA,37.73281490441065,-122.50050014308276
Station_453,Los Angeles_453,Los Angeles,Level 1,CA,34.13980445975866,-118.47635596545906
Station_378,Los Angeles_378,Los Angeles,DC Fast Charger,CA,34.33710434925889,-118.25262749533341
Station_394,Chicago_394,Chicago,Level 2,NY,42.0313896339905,-87.60206134973824
Station_10,Los Angeles_10,Los Angeles,Level 1,CA,34.16419183687396,-118.49335460781124
Station_358,Houston_358,Houston,DC Fast Charger,TX,29.7654256671189,-95.59484481962122
Station_475,Houston_475,Houston,DC Fast Charger,TX,29.78744755780989,-95.63834559423952
Station_444,Chicago_444,Chicago,Level 1,NY,41.86081694872055,-87.548129947811
Station_128,San Francisco_128,San Francisco,Level 1,CA,37.78354055607762,-122.49803632723184
Station_179,Chicago_179,Chicago,Level 2,NY,41.89242758410994,-87.69353119060025
Station_405,Houston_405,Houston,DC Fast Charger,TX,29.92106765112764,-95.11776581016353
Station_193,New York_193,New York,DC Fast Charger,NY,40.7183478405851,-73.89361270168891
Station_92,Los Angeles_92,Los Angeles,Level 1,CA,34.16628273656266,-118.61872209856355
Station_369,Los Angeles_369,Los Angeles,Level 1,CA,34.20099793776388,-118.66735746233236
Station_231,New York_231,New York,Level 1,NY,40.726651603285234,-73.72183118869972
Station_78,Houston_78,Houston,Level 2,TX,30.036782496973032,-95.49068418539144
Station_85,Los Angeles_85,Los Angeles,DC Fast Charger,CA,34.050615043339874,-118.17454031358221
Station_30,Chicago_30,Chicago,DC Fast Charger,NY,41.66955095360279,-87.57805896795051
Station_213,Chicago_213,Chicago,Level 1,NY,41.80683205513422,-87.54728651858962
Station_49,Houston_49,Houston,Level 2,TX,30.027039772908537,-95.41804118364728
Station_265,Los Angeles_265,Los Angeles,Level 2,CA,33.82964638353394,-118.17840384016561
Station_145,Chicago_145,Chicago,Level 2,NY,41.66692971566125,-87.82449328018566
Station_69,Los Angeles_69,Los Angeles,Level 2,CA,34.337531790128864,-118.41738238869563
Station_58,Los Angeles_58,Los Angeles,Level 2,CA,33.90875900637746,-118.34059206187597
Station_185,Chicago_185,Chicago,Level 1,NY,42.0122541530816,-87.90242649738516
Station_62,New York_62,New York,Level 1,NY,40.736877341865416,-73.95426015663277
Station_479,Chicago_479,Chicago,Level 1,NY,41.93647824807939,-87.54659886050473
Station_308,Houston_308,Houston,DC Fast Charger,TX,30.047937835401914,-95.65994817961523
Station_445,San Francisco_445,San Francisco,Level 2,CA,37.810356177422115,-122.36045251150584
Station_296,Chicago_296,Chicago,Level 2,NY,41.8027677754541,-87.73193876312486
Station_166,Los Angeles_166,Los Angeles,DC Fast Charger,CA,34.32847791763144,-118.52764625371185
Station_171,Los Angeles_171,Los Angeles,Level 2,CA,34.30879568410555,-118.17931299615749
Station_63,Chicago_63,Chicago,Level 2,NY,42.01967627613754,-87.57176786947447
Station_147,San Francisco_147,San Francisco,Level 2,CA,37.70111206021762,-122.42912610101368
Station_484,Chicago_484,Chicago,Level 2,NY,41.68399328321715,-87.52714256688418
Station_306,San Francisco_306,San Francisco,Level 2,CA,37.71736255763847,-122.49920125896905
Station_161,San Francisco_161,San Francisco,Level 1,CA,37.80421534367155,-122.4414594088762
Station_141,Houston_141,Houston,Level 2,TX,29.670736991410028,-95.00872042392902
Station_334,Los Angeles_334,Los Angeles,Level 1,CA,34.05314531431203,-118.41810466562568
Station_446,San Francisco_446,San Francisco,Level 1,CA,37.75616249228076,-122.48915017627618
Station_43,New York_43,New York,DC Fast Charger,NY,40.53843810723867,-74.17412838510155
Station_433,San Francisco_433,San Francisco,Level 1,CA,37.755069736523886,-122.47883761916327
Station_292,Los Angeles_292,Los Angeles,DC Fast Charger,CA,33.90036792745459,-118.21151944074127
Station_378,New York_378,New York,DC Fast Charger,NY,40.57006559972507,-73.83539544165957
Station_95,New York_95,New York,Level 2,NY,40.83003009570286,-73.93500907877164
Station_262,Chicago_262,Chicago,Level 1,NY,41.64570664859137,-87.71463963052699
Station_313,Chicago_313,Chicago,Level 1,NY,41.9504859276056,-87.86629213618784
Station_385,New York_385,New York,DC Fast Charger,NY,40.84560562486882,-73.96598441121373
Station_71,San Francisco_71,San Francisco,DC Fast Charger,CA,37.706859832748904,-122.42653158488656
Station_442,San Francisco_442,San Francisco,Level 2,CA,37.788947709001754,-122.43173113261977
Station_21,Chicago_21,Chicago,DC Fast Charger,NY,41.675562485637826,-87.65891254156782
Station_127,San Francisco_127,San Francisco,DC Fast Charger,CA,37.74520151672676,-122.39333408674183
Station_80,Chicago_80,Chicago,DC Fast Charger,NY,41.71576029242941,-87.88094301223359
Station_312,Houston_312,Houston,DC Fast Charger,TX,29.69416100205105,-95.60156233306628
Station_238,San Francisco_238,San Francisco,Level 2,CA,37.73129423324786,-122.48231659955175
Station_471,New York_471,New York,Level 1,NY,40.81411536026603,-73.70711945463361
Station_372,Los Angeles_372,Los Angeles,Level 2,CA,33.89626479579955,-118.30132991051549
Station_404,San Francisco_404,San Francisco,Level 1,CA,37.7013722881033,-122.41541066126877
Station_486,San Francisco_486,San Francisco,Level 1,CA,37.78313223085073,-122.51006010691191
Station_25,New York_25,New York,Level 2,NY,40.66432914357641,-73.97351292196934
Station_156,Los Angeles_156,Los Angeles,Level 2,CA,34.20888759443043,-118.27415736716225
Station_5,San Francisco_5,San Francisco,DC Fast Charger,CA,37.80741420437795,-122.40743087438364
Station_120,Los Angeles_120,Los Angeles,Level 2,CA,34.29548475080291,-118.51953082392032
Station_277,Chicago_277,Chicago,Level 1,NY,41.891996433738974,-87.84796598760715
Station_18,San Francisco_18,San Francisco,Level 1,CA,37.74491612281226,-122.495577772037
Station_431,San Francisco_431,San Francisco,Level 1,CA,37.71602825386362,-122.49549030964972
Station_198,Chicago_198,Chicago,DC Fast Charger,NY,41.988978079714755,-87.82027353409508
Station_57,Houston_57,Houston,Level 2,TX,29.534134030500372,-95.13464269466951
Station_93,San Francisco_93,San Francisco,Level 1,CA,37.789728180458106,-122.42308176830575
Station_384,New York_384,New York,Level 1,NY,40.668813614635425,-73.94595163979717
Station_353,Los Angeles_353,Los Angeles,Level 1,CA,34.34241546563771,-118.38738250426672
Station_193,Houston_193,Houston,Level 2,TX,29.782496846127586,-95.36998584984543
Station_237,New York_237,New York,DC Fast Charger,NY,40.77556060891606,-74.14113714263218
Station_387,Los Angeles_387,Los Angeles,Level 1,CA,34.041868206424915,-118.43696668201814
Station_426,Los Angeles_426,Los Angeles,Level 1,CA,33.860852529050575,-118.28508282964032
Station_277,Chicago_277,Chicago,DC Fast Charger,NY,41.891996433738974,-87.84796598760715
Station_227,Houston_227,Houston,DC Fast Charger,TX,30.023881035092643,-95.73450375482138
Station_233,Chicago_233,Chicago,Level 2,NY,41.82316667077356,-87.64441822743453
Station_40,New York_40,New York,Level 1,NY,40.707359434119816,-73.93210601220557
Station_323,Chicago_323,Chicago,Level 2,NY,41.70143947636679,-87.80219059214826
Station_153,Houston_153,Houston,Level 1,TX,29.812204924710873,-95.70700798225226
Station_237,San Francisco_237,San Francisco,Level 1,CA,37.72464817826472,-122.42669637144944
Station_486,New York_486,New York,DC Fast Charger,NY,40.837737595766214,-74.00247494289393
Station_493,San Francisco_493,San Francisco,Level 2,CA,37.761589741184196,-122.4469122438861
Station_468,New York_468,New York,Level 1,NY,40.83697360159839,-73.84326475290325
Station_172,New York_172,New York,Level 2,NY,40.6602579452799,-73.78829259669946
Station_109,New York_109,New York,Level 2,NY,40.81069592761768,-73.92879635361517
Station_354,Los Angeles_354,Los Angeles,DC Fast Charger,CA,33.891821793558954,-118.28878475888143
Station_184,New York_184,New York,Level 2,NY,40.89187060352053,-74.22927870376542
Station_439,San Francisco_439,San Francisco,Level 1,CA,37.749064032298314,-122.39696446998664
Station_368,Los Angeles_368,Los Angeles,Level 2,CA,34.19778799390041,-118.17105002468871
Station_471,Houston_471,Houston,Level 1,TX,29.887528490858298,-95.46371044889413
Station_198,Chicago_198,Chicago,Level 1,NY,41.988978079714755,-87.82027353409508
Station_371,Los Angeles_371,Los Angeles,DC Fast Charger,CA,34.34535678907757,-118.4749353943858
Station_373,New York_373,New York,Level 1,NY,40.65152757953486,-73.86718909108009
Station_461,San Francisco_461,San Francisco,Level 2,CA,37.77941510457506,-122.43371195777299
Station_497,Chicago_497,Chicago,DC Fast Charger,NY,41.90794898035167,-87.79393664740155
Station_87,Los Angeles_87,Los Angeles,Level 2,CA,34.04374765070361,-118.29879234813787
Station_201,San Francisco_201,San Francisco,DC Fast Charger,CA,37.70272823927864,-122.47226192180752
Station_337,San Francisco_337,San Francisco,DC Fast Charger,CA,37.78081998293319,-122.43288874575599
Station_322,San Francisco_322,San Francisco,Level 1,CA,37.76383203301961,-122.38826233001987
Station_275,New York_275,New York,Level 1,NY,40.59643017655662,-74.0657657563573
Station_118,Chicago_118,Chicago,Level 1,NY,41.753016388396,-87.54628764832327
Station_191,Los Angeles_191,Los Angeles,Level 2,CA,34.1712655648408,-118.6124492342291
Station_315,New York_315,New York,DC Fast Charger,NY,40.838075618921856,-74.02264804688987
Station_276,Chicago_276,Chicago,Level 1,NY,41.9540819216807,-87.56882221882493
Station_329,Houston_329,Houston,Level 2,TX,29.50938747781813,-95.63513470251982
Station_283,New York_283,New York,Level 1,NY,40.53338558662978,-74.25018999730497
Station_431,Chicago_431,Chicago,DC Fast Charger,NY,41.88509180765993,-87.64461976791672
Station_258,New York_258,New York,Level 2,NY,40.66297410084869,-74.13173982569234
Station_63,Houston_63,Houston,DC Fast Charger,TX,29.53216544457552,-95.68064193242107
Station_62,Houston_62,Houston,Level 2,TX,29.56422158662565,-95.35742108729215
Station_100,Houston_100,Houston,Level 1,TX,29.630361526106533,-95.10901580586395
Station_17,Houston_17,Houston,DC Fast Charger,TX,29.533866421014675,-95.39688332084725
Station_325,Houston_325,Houston,DC Fast Charger,TX,29.67355807081235,-95.14737099458935
